,ISBN,book_id,title,author,publisher,year,language
361,0446525502,749,The Rescue,['Nicholas Sparks'],Grand Central Pub,2000,en
362,0670892963,752,Bridget Jones - The Edge Of Reason,['Helen Fielding'],Viking Adult,2000,en
364,0316789089,754,The Pilot's Wife - A Novel,['Anita Shreve'],Little Brown GBR,1998,en
365,0425184129,756,Big Trouble,['Dave Barry'],Berkley,2001,en
366,0151001006,757,Snow Falling On Cedars,['David Guterson'],Houghton Mifflin Harcourt,1994,en
367,0385505833,758,Skipping Christmas,['John Grisham'],Doubleday Books,2001,en
368,0679442790,759,The Reader - A Novel,['Bernhard Schlink'],Vintage,1998,en
369,0609605925,761,Angel Falls,['Kristin Hannah'],Crown,2000,en
370,0060191929,762,The Saving Graces - A Novel,['Patricia Gaffney'],Harper,1999,en
371,0743206045,763,Daddy's Little Girl,['Mary Higgins Clark'],Wattpad,2002,en
372,0684864843,764,The Vineyard - A Novel,['Barbara Delinsky'],,2000,en
373,0684867818,765,The Looking Glass - A Novel,['Richard Paul Evans'],Simon and Schuster,1999,en
374,0743406176,766,If Only It Were True,['Marc Levy'],Beyond Words/Atria Books,2000,en
375,0446523569,770,Message In A Bottle,['Nicholas Sparks'],Grand Central Publishing,1998,en
376,0671042556,771,Blackbird - A Childhood Lost And Found,['Jennifer Lauck'],Beyond Words/Atria Books,2000,en
377,0679450440,772,Protect And Defend - A Novel,['Richard North Patterson'],Knopf,2000,en
378,0609606727,774,Julie And Romeo - A Novel,['Jeanne Ray'],Harmony,2000,en
379,0446527793,775,The Guardian,['Nicholas Sparks'],Warner Books (NY),2003,en
380,0446531332,776,Nights In Rodanthe,['Nicholas Sparks'],"Hachette Digital, Inc.",2002,en
381,1570717257,777,Man And Boy,['Tony Parsons'],"Sourcebooks, Inc.",2001,en
382,0385420161,779,Publishers Weekly,[''],,1993,en
383,0345339711,780,The Two Towers - The Lord Of The Rings: Part Two,['J.R.R. Tolkien'],Del Rey,1986,en
384,039304016X,782,The Perfect Storm - A True Story Of Men Against The Sea,['Sebastian Junger'],W. W. Norton & Company,1997,en
385,0399147128,783,The Villa,['Nora Roberts'],Putnam Adult,2001,en
387,0394574745,785,All The Pretty Horses,['Cormac McCarthy'],Knopf Publishing Group,1992,en
388,0316969443,786,Suzanne's Diary For Nicholas,['James Patterson'],"Little, Brown",2001,en
390,0316693200,788,2Nd Chance,['James Patterson'],"Little, Brown",2002,en
391,0684868911,789,The Carousel - A Novel,['Richard Paul Evans'],,2000,en
392,0399148582,791,Serious,['John McEnroe'],,2002,en
393,0684864320,792,Lake News - A Novel,['Barbara Delinsky'],,1999,en
395,0064407667,800,A Series Of Unfortunate Events #1: The Bad Beginning,['Lemony Snicket'],Harper Collins,1999,en
396,0349101779,810,Weisheit in Israel,['Gerhard von Rad'],,1970,de
397,0743222229,811,George W. Bushisms - The Slate Book Of Accidental Wit And Wisdom Of Our 43Rd President,['Jacob Weisberg'],Gallery Books,2001,en
399,0767908473,821,The Sorcerer's Companion - A Guide To The Magical World Of Harry Potter,"['Allan Zola Kronzek', 'Elizabeth Kronzek']",Broadway,2001,en
401,0375501347,831,Amy And Isabelle - A Novel,['Elizabeth Strout'],Random House (NY),1998,en
402,0060927240,832,Rule Of The Bone - A Novel,['Russell Banks'],Harper Collins,1996,en
404,156341029X,834,Stone Butch Blues - A Novel,['Leslie Feinberg'],,1993,en
406,1563899388,846,Death At Death's Door,['Jill Thompson'],Vertigo,2003,en
407,0451181379,850,The Door To December,['Dean Ray Koontz'],Signet Book,1994,en
410,0679801146,857,Alanna - The First Adventure,['Tamora Pierce'],Random House Books for Young Readers,1983,en
413,0451456548,861,Cold Iron,['Melisa Michaels'],Ace,1997,en
414,0786886463,867,A Density Of Souls,['Christopher Rice'],Miramax,2001,en
415,0345403339,872,Saving Grace,['Lee Smith'],,1996,en
416,038529929X,877,Hannibal,['Thomas Harris'],,1999,en
417,1573229571,878,About A Boy,['Nick Hornby'],,2002,en
418,0345418778,879,Mostly Harmless,['Douglas Adams'],National Geographic Books,2000,en
419,0743211383,881,Dreamcatcher - A Novel,['Stephen King'],Simon and Schuster,2001,en
420,039914370X,882,Sudden Mischief,['Robert B. Parker'],Putnam Adult,1998,en
421,0812521331,885,People Of The Wolf,"['W. Michael Gear', ""Kathleen O'Neal Gear""]",Macmillan,1992,en
422,0451205421,886,The Door To December,['Dean Koontz'],Penguin,2002,en
423,0440218535,888,Smilla's Sense Of Snow,['Peter Høeg'],Island Books,1993,en
424,0590897985,895,The Music Of Dolphins,['Karen Hesse'],Scholastic Inc.,1996,en
425,0064405052,900,The Magician's Nephew,['C. S. Lewis'],Harper Collins,1994,en
426,0152162577,903,Deep Wizardry,['Diane Duane'],Houghton Mifflin Harcourt,2001,en
427,015216250X,904,Deep Wizardry,['Diane Duane'],Houghton Mifflin Harcourt,1985,en
428,0345391802,914,The Hitchhiker's Guide To The Galaxy,['Douglas Adams'],National Geographic Books,1995,en
430,3404121686,920,Nacht über den Wassern - Roman,['Ken Follett'],,1994,de
431,3404118960,921,Anzeiger,[''],,2008,de
432,0345356578,922,A Man Rides Through,['Stephen R. Donaldson'],Del Rey,1987,en
433,0345346971,923,The Mirror Of Her Dreams,['Stephen R. Donaldson'],Del Rey,1987,en
434,0753804700,924,The Reader,['Bernhard Schlink'],,1998,en
435,0451155750,925,The Dead Zone,['Stephen King'],Penguin,1980,en
436,0786890436,926,The Diary Of Ellen Rimbauer - My Life At Rose Red,['Joyce Reardon'],Hyperion,2002,en
437,0345428544,931,"Onslaught: Star Wars Legends - Dark Tide, Book I",['Michael A. Stackpole'],Random House Worlds,2000,en
438,0671694049,932,The Long Dark Tea-Time Of The Soul,['Douglas Adams'],,1990,en
439,0380820447,936,"For Better, For Worse - A Novel",['Carole Matthews'],Harper Collins,2002,en
440,0451454243,938,Analog Science Fiction & Fact,[''],,1995,en
441,039914563X,945,The Bear And The Dragon,['Tom Clancy'],Putnam Adult,2000,en
442,0312853238,946,Ender's Game,['Orson Scott Card'],Macmillan,1992,en
443,0425161722,948,Tom Clancy's Net Force,"['Tom Clancy', 'Steve Pieczenik', 'Steve Perry']",Penguin,1999,en
444,0385493800,949,The Testament - A Novel,['John Grisham'],Doubleday,1999,en
445,067175145X,952,The Way Things Ought To Be,['Rush H. Limbaugh'],Beyond Words/Atria Books,1992,en
446,0440211727,953,A Time To Kill,['John Grisham'],Dell,1996,en
447,0380002450,955,Awakening,['Kate Chopin'],Harper Collins,1982,en
448,0425134350,958,Patriot Games,['Tom Clancy'],Berkley,1992,en
449,044661162X,962,Chasing The Dime,['Michael Connelly'],Vision,2003,en
450,0515122408,964,The Cat Who Tailed A Thief,['Lilian Jackson Braun'],Penguin,1998,en
451,0440222818,965,Guilt,['John Lescroart'],Island Books,1998,en
452,0451204050,966,On Secret Service,['John Jakes'],Penguin,2001,en
453,038533334X,967,Charming Billy,['Alice McDermott'],Delta,1998,en
454,0345404777,973,No Safe Place,['Richard North Patterson'],Ballantine Books,1999,en
455,0451185277,974,Thorns Of Truth,['Eileen Goudge'],Signet,1999,en
456,0440224829,975,Granny Dan - A Novel,['Danielle Steel'],Dell,2000,en
457,0515134368,977,The Penwyth Curse,['Catherine Coulter'],Penguin,2002,en
459,0394578791,980,A Reporter's Life,['Walter Cronkite'],,1996,en
460,068983571X,984,The Hound Of The Baskervilles,['Arthur Conan Doyle'],Simon and Schuster,2000,en
461,0380817144,991,Lord Of The Silent - A Novel Of Suspense,['Elizabeth Peters'],Harper Collins,2002,en
462,0553212583,993,Wuthering Heights,['Emily Brontë'],Bantam Classics,1974,en
463,0446364762,994,The Stars Shine Down,['Sidney Sheldon'],Grand Central Publishing,1993,en
464,0425166619,995,Toxin,['Robin Cook'],Penguin,1999,en
465,0765341972,997,The Mothman Prophecies,['John A. Keel'],Macmillan,2002,en
467,0553581279,1001,The Silver Metal Lover,['Tanith Lee'],Spectra,1999,en
468,0553561618,1004,Dark Paradise - A Novel,['Tami Hoag'],Bantam,1994,en
469,0312422156,1005,Middlesex - A Novel,['Jeffrey Eugenides'],Macmillan,2002,en
470,044022165X,1012,The Rainmaker,['John Grisham'],Dell,1996,en
471,0399143165,1016,Toxin,['Robin Cook'],Putnam Adult,1998,en
472,0425124347,1018,The Bad Place,['Dean R. Koontz'],Berkley Publishing Group,1990,en
473,0312282990,1020,The Amazing Adventures Of Kavalier & Clay - A Novel,['Michael Chabon'],Picador,2001,en
474,0425137945,1021,Greygallows,['Barbara Michaels'],Berkley,1993,en
475,042512892X,1022,Into The Darkness,['Barbara Michaels'],Berkley Books,1991,en
476,0425113892,1023,Someone In The House,['Barbara Michaels'],Berkley Books,1989,en
477,0394820371,1024,The Phantom Tollbooth,['Norton Juster'],Yearling,1988,en
479,0375821813,1027,Hoot,['Carl Hiaasen'],Knopf Books for Young Readers,2002,en
480,0812516826,1028,Catnap - A Midnight Louie Mystery,['Carole Nelson Douglas'],Macmillan,1993,en
481,0345348036,1029,"The Princess Bride - S. Morgenstern's Classic Tale Of True Love And High Adventure, The ""Good Parts"" Version",['William Goldman'],Del Rey,1974,en
482,0553568760,1043,Natural Causes - A Novel,['Michael Palmer'],Bantam,1994,en
483,034538184X,1044,Degree Of Guilt,['Richard North Patterson'],"Random House Digital, Inc.",1994,en
484,0140620125,1045,Wuthering Heights,['Emily Brontë'],Penguin Mass Market,1994,en
485,0140620109,1046,Emma,['Jane Austen'],"Penguin Books, Limited (UK)",1994,en
486,0375420827,1047,The Art Of Travel,['Alain De Botton'],Pantheon Books,2002,en
487,0671745530,1048,"So Long, And Thanks For All The Fish",['Douglas Adams'],,1991,en
488,0805062971,1049,Fight Club - A Novel,['Chuck Palahniuk'],Holt Paperbacks,1999,en
489,0671510053,1051,The Shipping News,['Annie Proulx'],Simon and Schuster,1994,en
491,0385334036,1054,The Smoke Jumper,['Nicholas Evans'],,2001,en
492,0060914653,1055,The Unbearable Lightness Of Being,['Milan Kundera'],HarperCollins Publishers,1991,en
493,0345347536,1056,A Spell For Chameleon,['Piers Anthony'],Del Rey,1987,en
494,055321313X,1057,Anne Of Green Gables,['L. M. Montgomery'],National Geographic Books,1982,en
495,0060529709,1060,Everything Is Illuminated - A Novel,['Jonathan Safran Foer'],Harper Collins,2003,en
496,0876850867,1061,Post Office,['Charles Bukowski'],Harper Collins,2002,en
497,0140274154,1062,On The Road,['Jack Kerouac'],"Penguin Books, Limited (UK)",1998,en
498,0679743464,1063,Hard-Boiled Wonderland And The End Of The World,['Haruki Murakami'],Vintage,1991,en
499,0375704027,1064,Norwegian Wood,['Haruki Murakami'],Vintage,2000,en
500,0590484753,1066,Talking To Dragons,['Patricia C. Wrede'],Point,1995,en
501,0590484672,1069,Calling On Dragons,['Patricia C. Wrede'],Point,1994,en
502,0743237188,1071,Fall On Your Knees,['Ann-Marie MacDonald'],Scribner,2002,en
503,0553586122,1072,Reap The Wind,['Iris Johansen'],Bantam,2002,en
504,0553584510,1073,The Survivors Club,['Lisa Gardner'],Bantam,2002,en
505,0440216842,1077,The Carousel - A Novel,['Belva Plain'],Dell,1996,en
506,0345443284,1078,While I Was Gone - A Novel,['Sue Miller'],Ballantine Books,2000,en
507,0553285653,1079,Grass,['Sheri S. Tepper'],Spectra,1990,en
508,0394800133,1080,One Fish Two Fish Red Fish Blue Fish,['Dr. Seuss'],Random House Books for Young Readers,1960,en
509,0060972777,1081,This Boy's Life - A Memoir,['Tobias Wolff'],Harper Perennial,1990,en
511,0345418018,1085,The World According To Garp - A Novel,['John Irving'],"Random House Digital, Inc.",1978,en
512,0684801469,1086,A Farewell To Arms,['Ernest Hemingway'],Scribner,1995,en
513,0140253602,1093,Felicia's Journey - A Novel,['William Trevor'],Penguin Books,1996,en
514,0671789422,1094,Possessing The Secret Of Joy,['Alice Walker'],Pocket Books,1993,en
515,014016930X,1096,Angle Of Repose,['Wallace Stegner'],"Garden City, N.Y : Doubleday",1971,en
516,0140077022,1097,White Noise,['Don DeLillo'],National Geographic Books,1986,en
517,0679732764,1098,Invisible Man,['Ralph Ellison'],,1995,en
518,0553273604,1099,Of Love And Shadows,['Isabel Allende'],Bantam,1988,en
519,0553273914,1100,The House Of The Spirits,['Isabel Allende'],Bantam,1986,en
521,039592720X,1102,Interpreter Of Maladies - Stories,['Jhumpa Lahiri'],Houghton Mifflin Harcourt,1999,en
522,0060928336,1105,Divine Secrets Of The Ya-Ya Sisterhood: A Novel,['Rebecca Wells'],,1997,en
523,0671003755,1106,She's Come Undone,['Wally Lamb'],Simon and Schuster,1996,en
524,0553268449,1107,Jitterbug Perfume,['Tom Robbins'],Bantam,1985,en
527,0440215625,1115,Dragonfly In Amber - A Novel,['Diana Gabaldon'],Dell,1993,en
528,0316777730,1116,Naked,['David Sedaris'],,2008,de
529,0375501851,1117,White Teeth - A Novel,['Zadie Smith'],Random House (NY),2000,en
530,0877733759,1118,Writing Down The Bones - Freeing The Writer Within,['Natalie Goldberg'],Shambhala Publications,1986,en
531,0805019367,1119,"""K"" Is For Killer - A Kinsey Millhone Novel",['Sue Grafton'],Henry Holt and Company,1994,en
532,0140070206,1120,Ironweed,['William Kennedy'],Penguin Books,1984,en
533,0140042393,1122,The Grapes Of Wrath,['John Steinbeck'],Penguin Group,1976,en
534,067142517X,1127,How To Win Friends And Influence People,['Dale Carnegie'],Simon & Schuster,1981,en
535,0671726889,1128,The Cuckoo's Egg - Tracking A Spy Through The Maze Of Computer Espionage,['Clifford Stoll'],,1990,en
537,0451124340,1130,Different Seasons,['Stephen King'],Signet Book,1983,en
538,0345384466,1131,The Witching Hour,['Anne Rice'],Ballantine Books,1993,en
539,0446604801,1132,Jack & Jill,['James Patterson'],Vision,1997,en
540,0345422392,1133,"Vittorio, The Vampire",['Anne Rice'],Ballantine Books,2001,en
541,0679734775,1134,The House On Mango Street,['Sandra Cisneros'],National Geographic Books,1991,en
542,0345409469,1140,The Demon-Haunted World - Science As A Candle In The Dark,"['Carl Sagan', 'Ann Druyan']",Ballantine Books,1996,en
543,1558747346,1141,"Teen Love, On Relationships - A Book For Teenagers",['Kimberly Kirberger'],HCI Teens,1999,en
545,0141001771,1145,Welcome To My Planet - Where English Is Sometimes Spoken,['Shannon Olson'],Penguin,2001,en
547,0786884622,1148,World Of Pies,['Karen Stolz'],Hyperion,2001,en
548,0449005569,1149,Love - A User's Guide,['Clare Naylor'],Ballantine Books,1999,en
549,0671027344,1150,The Perks Of Being A Wallflower,['Stephen Chbosky'],Pocket Books,1999,en
550,0786927089,1152,Dragons Of Summer Flame - The Dragonlance Chronicles,"['Margaret Weis', 'Tracy Hickman']",Wizards of the Coast,2002,en
552,0684819066,1155,"A Beautiful Mind - A Biography Of John Forbes Nash, Jr., Winner Of The Nobel Prize In Economics, 1994",['Sylvia Nasar'],,1998,en
553,0375420673,1156,The Bridegroom - Stories,['Ha Jin'],Pantheon,2000,en
554,0066211611,1159,Portrait In Sepia - A Novel,['Isabel Allende'],Harper,2001,en
555,034537522X,1171,The Book Of Lost Tales: Part Two,['J.R.R. Tolkien'],Del Rey,1992,en
556,0345375211,1172,The Book Of Lost Tales: Part One,['J.R.R. Tolkien'],Del Rey,1992,en
557,0140042520,1174,The Dharma Bums,['Jack Kerouac'],Penguin,1971,en
558,0380789035,1175,American Gods,['Neil Gaiman'],Harper Collins,2002,en
559,0345358791,1177,2061: Odyssey Three,['Arthur C. Clarke'],Del Rey,1987,en
561,0345316991,1186,White Gold Wielder,['Stephen R. Donaldson'],Del Rey,1984,en
562,0679734058,1191,Killing Mister Watson,['Peter Matthiessen'],Vintage,1991,en
564,0345370775,1195,Jurassic Park: [Novel],['Michael Crichton'],"Random House Digital, Inc.",1991,en
565,0743457943,1201,Trading Places,['Fern Michaels'],Pocket Star,2003,en
566,0373484224,1202,The Stanislaski Brothers - Mikhail And Alex,['Nora Roberts'],Silhouette,2000,en
567,0312421001,1205,I Thought My Father Was God - And Other True Tales From NPR's National Story Project,"['Paul Auster', 'Nelly Reifler']",Macmillan,2002,en
568,0380789019,1207,Neverwhere,['Neil Gaiman'],Harper Collins,1998,en
569,0380018179,1209,The Thorn Birds,['Colleen McCullough'],Harper Collins,1978,en
570,067101420X,1213,"Forever... - A Novel Of Good And Evil, Love And Hope",['Jude Deveraux'],Pocket Books,2002,en
571,0679457313,1214,The God Of Small Things,['Arundhati Roy'],Random House (NY),1997,en
572,0394557433,1215,Gift From The Sea,['Anne Morrow Lindbergh'],Pantheon,1985,en
573,0553571656,1216,"The Beekeeper's Apprentice ; Or, On The Segregation Of The Queen",['Laurie R. King'],Bantam,1996,en
574,0312169787,1217,The Red Tent - A Novel,['Anita Diamant'],Macmillan,1997,en
575,0786866276,1220,Mother Of Pearl - Oprah Pick # 25 - A Novel,['Melinda Haynes'],Hyperion Books,1999,en
576,0140266771,1222,Larry's Party,['Carol Shields'],New York ; Toronto : Penguin,1998,en
577,015644450X,1223,In Love & Trouble - Stories Of Black Women,['Alice Walker'],Mariner Books,1973,en
578,0679723420,1224,Pale Fire,['Vladimir Nabokov'],Vintage,1962,en
579,0441004016,1225,The Anubis Gates,['Tim Powers'],Ace,1997,en
581,3257061269,1229,Der Alchimist - Roman,['Paulo Coelho'],,1996,de
582,3453177622,1232,Zeit im Wind - Roman,['Nicholas Sparks'],,2000,de
587,0679745653,1252,Breakfast At Tiffany's,['Truman Capote'],Vintage,1993,en
588,0785268480,1254,Rachel's Tears - The Spiritual Journey Of Columbine Martyr Rachel Scott,"['Darrell Scott', 'Beth Nimmo', 'Steve Rabey']",,2000,en
589,000649840X,1261,Angela's Ashes - A Memoir Of A Childhood,['Frank McCourt'],HarperPerennial,1997,en
591,067102535X,1265,"Last Dance, Last Chance",['Ann Rule'],Pocket Books,2003,en
592,0876855575,1266,Ham On Rye,['Charles Bukowski'],Harper Collins,2002,en
594,0140272658,1268,Are You Experienced?,['William Sutcliffe'],Penguin UK,1998,en
596,0385720920,1281,Choke - A Novel,['Chuck Palahniuk'],Doubleday Books,2001,en
597,0385498721,1282,Survivor - A Novel,['Chuck Palahniuk'],Anchor,2000,en
600,0140099832,1289,Lake Wobegon Days,['Garrison Keillor'],Penguin Books Limited,1986,en
601,0385314744,1290,Rush Limbaugh Is A Big Fat Idiot And Other Observations,['Al Franken'],,1996,en
603,0894803700,1292,"14,000 Things To Be Happy About - The Happy Book",['Barbara Ann Kipfer'],Workman Publishing,1990,en
604,0590457225,1295,Dealing With Dragons,['Patricia C. Wrede'],Scholastic Paperbacks,1992,en
605,0316929190,1296,All Too Human - A Political Education,['George Stephanopoulos'],"Little, Brown",1999,en
606,0140390693,1298,Little Women,['Louisa May Alcott'],Penguin,1989,en
608,0679741011,1301,"Sex, Art, And American Culture - Essays",['Camille Paglia'],Vintage,1992,en
609,0345307674,1302,Return Of The Jedi: Star Wars: Episode VI,['James Kahn'],Random House Worlds,1983,en
610,1573225789,1306,The Color Of Water - A Black Man's Tribute To His White Mother,['James McBride'],Tarcher,1997,en
611,0380754843,1307,Wayside School Is Falling Down,['Louis Sachar'],Harper Collins,1990,en
613,0553296981,1312,The Diary Of A Young Girl - With An Introduction By Eleanor Roosevelt,['Anne Frank'],,1995,en
614,0375724575,1314,The Family Orchard - A Novel,['Nomi Eve'],Vintage,2001,en
